,Unnamed: 0,Arabic_Tweets_Cleaned,label
9076,1815,هي مستوي اضن بتقوملهم قايم لا بديل مثل ناس لا فريق رديف عنى موسم قادم خساير جمل,DIAL_EGY
9077,1815,اللهم باراك توجيه سديده اجعل علي عمر طويل اللهم فتح ابواب رحمة عفو تيسير اللهم ارزق رشاد امر ابعد عقبة عثرة معوق اللهم اجز خير جزاء اللهم سثر نظرة وقر عين,DIAL_EGY
9078,1815,حكم قتل,DIAL_EGY
9079,1815,مقال جميل,DIAL_EGY
9080,1816,شاء الله أعاد اهل غياب فتره سالم,MSA
9081,1816,مثل ابهام ونسو رمز اهمي كبير قياد سيار فورمولا لان علام نصر أظهر شيء تحت سيطره تمتع حماي جيد,MSA
9082,1816,اللهم باراك توجيه سديده اجعل علي عمر طويل اللهم فتح ابواب رحمة عفو تيسير اللهم ارزق رشاد امر ابعد عقبة عثرة معوق اللهم اجز خير جزاء اللهم سثر نظرة وقر عين,MSA
9083,1816,رحم,MSA
9084,1816,قضيه محسوم هشام بريء سجن كثر ثلاث,MSA
9085,1817,يسلمو رن عنجد موضوع حلو زمان حاب اعرف معلومة مدينه,DIAL_GLF
9086,1817,احمدو رب ماشطبو حسن عتيبي عند اهان حكم سعودي خمسون الف متفرج ملعب مليون خلف شاشهواعتدي جلال كان انتظر لجنه شطب تغريم هلال لكن لجنو تجاهل كوضوع لماذا يالجنه هلال,DIAL_GLF
9087,1817,اكيد مليون دنيا عند امراض هم بس لازم اهل خير عالم مقتدره ساعد لان هم اكبر اجر رب عالم متل طفران ياريت اصحاب مليون الله,DIAL_GLF
9088,1817,لا زود قبايل,DIAL_GLF
9089,1817,قدر الله ماشاء فعل لا حول لا قوه الا الله الله غر ميت شفى مصاب أصلح جاني لو مجرم هدى جميع مسلم اذ عرف سبب بطل,DIAL_GLF
9090,1818,متابعه تاكد عالي,MSA
9091,1818,دلوقتي عامل راجل زمالك واقف هدد توعد وماعملتش راجل لي وجب حق زمال مبارا حرس شهيره لا حق انبي مبارا اهلي فضيحه اتقي الله با زاهر بلاش سخر احداث مصالح اهلي,MSA
9092,1818,ناقص رفع معدل طالب لا أجاب 50 بد,MSA
9093,1818,شاب نسب اعتراض حسون مش انو بدوي أوقف اعب لا قصد هي حكم لو طرد حارس انبسط حسون لكن هم حسون انو ياخذ حارس انذار حتي لعب امام وحدة مش عكس لكن حسون لو لاعب كاسياس كول تفرق نسب,MSA
9094,1818,قدر الله ماشاء فعل لا حول لا قوه الا الله الله غر ميت شفى مصاب أصلح جاني لو مجرم هدى جميع مسلم اذ عرف سبب بطل,MSA
9095,1819,مصر سبق عقد زمان لكن لفت نظر تفكير جزاءر ايران قطر اطلاق اقمار صناعي نفس مدار قمر صناعي مصري عظيم مصر دايم,DIAL_GLF
9096,1819,حسب الله نعم وكيل الله انتقم من دار دنيا قبل,DIAL_GLF
9097,1819,نس قفلو محل هم,DIAL_GLF
9098,1819,تعليق صورة ثاني غريب,DIAL_GLF
9099,1819,خط سته افضل برنامج رياضيه محايده,DIAL_GLF
9100,1820,35 في متي 28 را نساء مالك جالس حجر قبر,MSA
9101,1820,ليت اهتمام مسءولي هيءه رفع مستوي خدمة اهتمام فلاش اخبار مكثفه,MSA
9102,1820,شو دخل قرص عقرب جبصين اساس حطول جبس رجل,MSA
9103,1820,عقبال,MSA
9104,1820,الله عون ياارب وان رزق اراد حياه اجتمااعيه اجل اكمال دين تجنب انحراف غير لاءق بس الله يااعالم شي نفس شخص مايحب احد قرايب تزوج بر احد اقارب تزوج بر لان تختفل تقااليد اطباع جماع منتقل قد وقع احراج,MSA
9105,1821,مصر امل مهما,MSA
9106,1821,الله معين الله دين صعب,MSA
9107,1821,شيخ بغى وصل فكر معني اختلاط انتم فهمتوها معني غلط كلم اختلاط عد معنى,MSA
9108,1821,لا اعتصام لا,MSA
9109,1821,كاس اخضر اذن الله طلب جميع لاعب لا استهان مباراه اعتبار مبارا موسم,MSA
9110,1822,فعل حق ابن لم استحيى قال شءت عند دم احسن عند عزب زمالكاويه لا دم لا عزب كل شافي امبارح جمهور زماللك جميل محترم مءدب جد جهاز اداري ليس فني لان حسام حسن امبارح لا استحق سوي اشاده اخلاق عالي الله اما اخو تاني حدث لا حرج اخ حازم امام صغير لي اسم رصاص فريق سب حكم ام كامرا موضح شيء ذلك اخ محترم قال جهلويه اخي اتلهي زبالك بتع بلاش عاب ناس انتم عيب نفس بص استاذ معادله بسيط,DIAL_LEV
9111,1822,اتمني معلق اخوان اكمال تعليق رفض علمانيه لان تعليق لا قيمة وافق قياد اخوانيه ثعلب محمد بديع علمانيه لكن دون اقتناع فقط ثوب,DIAL_LEV
9112,1822,صراح مغروم هذا رجل تابع تحرك اقوال حفظ حياة موت رد افعال لان جد رفع,DIAL_LEV
9113,1822,سيد فيصلي زعيم وحدة مارد موضوع مش زعام موضوع قاب كل نادي نادى انصار لقب متعارف,DIAL_LEV
9114,1822,لم,DIAL_LEV
9115,1823,en text/css line line,MSA
9116,1823,مشكل نصراوي خيل أشقر رب عطا عقل فكر شوي قال 10 سنة اخذ شي طول عربيه اخذن قدام والا أنكر شي بعد انتم لا طول داخلي لا خارجي صدقوني يبغالكم 15 سن زياد عشان شم ريح طول شرط لعب الا انتم,MSA
9117,1823,عنى حاج مزيد عراه بحر ميت لايوجد عند احساس,MSA
9118,1823,ين بر اي اخبار فكر في اخبار دكتور بردعي مستنيينك تتحفينا افكار,MSA
9119,1823,الله لو دفع مبلغ بسيط أمكن رد عن اهل نصايب كبير,MSA
9120,1824,قد يهودي خوف دءم مذ هدم هيكل,MSA
9121,1824,متي حنا,MSA
9122,1824,بس ماعمري شفت فريق خسر خمس مرة اسبوع مثل هلال 13 سن دون طول 10 سنة دون طول خارجي دون عالمي,MSA
9123,1824,صراع سني شيعي,MSA
9124,1824,عام 2001 عند استطاع قوي وطنيه الاسلاميه حسم انتخاب صالح فوز غالبي مقعد مجلسط طلب هاشمي اقام تيار اخر دنيا لم أقعد داخل جامع فصل عدد طلب مجلس جامع اعتقال بعض تهديد اخر الا لم استطاع قصر حسم انتخاب بعد اعوام تكرر حكايه هاشمي,MSA
9125,1825,سامي سيد وزير داخليه,DIAL_GLF
9126,1825,شاب شاء الله على بعض أحس كثر ماهو متاثر يابان صاير زي خصوص ثلاث جالس منتصف اثمر جرب اليابانيه,DIAL_GLF
9127,1825,ماذا فعل اذ دخل منزل,DIAL_GLF
9128,1825,لازم طلع ولد رجل سرع رأى هان على دمعة رجل مسكين مغلوب امر اين نخوه,DIAL_GLF
9129,1825,ماشاء الله مقاول عمل عامل كفاله ما يستاجرون عامل,DIAL_GLF
9130,1826,يااخوان لنكن موضوعي بد احتراف لا,MSA
9131,1826,السهلاوي يطووله,MSA
9132,1826,حين اري فيلم اسم خان مسلسل صرخ حجر تركي مسلسل تاريخيه سوريه اشعر حزن عميق عاري كبير حال ثقافه مصريه عموم اشعر فقد قوه ناعمه احد اهم اسلح رياده على عوض فيكي,MSA
9133,1826,استاذ مازن مقال غاب روع تحدث منطلق متعلم خبير لكن كما قال مثل يد نار مو مثل يد ثلج,MSA
9134,1826,حمد الله سلامة,MSA
9135,1827,فدية الله غير,MSA
9136,1827,ياليت اهتمام,MSA
9137,1827,اختلاط ياقوم عاش بلد ثقاف احترام محرم اخر اختلاط جميع جربتوه حين سافرتوا دبي بحرين اشرف ختم جواز ضابط سيد ضابط رجل سي حين دخل فندق مطعم خدم رجل امرا سي حين تراجع مستشفي اعتنى ممرض ممرض سي ادركو وعي فطر ابدل قيد,MSA
9138,1827,درى حنلعب بك تصفية,MSA
9139,1827,شي غريب بلد نفط غلى مواطن,MSA
9140,1828,ذلك تجديد اقام مهنة ممنوع مقتصر سعودي محاسب مندوب مبيع مدير عمل خروج وعد خروج نهاء دون معرف كفيل تجديد اقام دون معرف كفيل تجديد اقام دون تام صحي خدمة,DIAL_GLF
9141,1828,ياليت طرح موضوع,DIAL_GLF
9142,1828,كره مجرد لعب استمتاع معروف يمتع اردن زعيم ازرق فيصلي رح ياخذ بطولة شاء الله تحيه تقدير انديه اخري احترام جميع,DIAL_GLF
9143,1828,صراح ضحكتنا يبو,DIAL_GLF
9144,1828,قبل اتخاذ قرار قعد تخيل تصريح كان رد فعل قرار وطبعامعروفين اهل تصريح,DIAL_GLF
9145,1829,ماعليك من ياسامي هلال فاز انشالله مره ثاني يتاهل نهاءي فاز انشالله مرتاح فوق تفرج ابداع خل حلم ايش جن,MSA
9147,1829,املي,MSA
9148,1829,كيف استرجع اموال,MSA
9149,1829,قال ربا حرام هو ارهابي متطرف,MSA
9150,1830,عندكو واحد نفس,MSA
9151,1830,كاس اردن لم لعب وحدة مستوي,MSA
9152,1830,الله قالولي شارع عبد شاشة عرض عشان برايم اخير منيح الله خلي هالشعب عاش ابقل الله ستار اكاديمي كو تا شبع,MSA
9153,1830,ابي اقول شي حين انتحار حل ضغط نفسيه مشكلة,MSA
9154,1830,لماذا لا هناك قانون منع زواج فتاة سن مبكر هنا اعني دون سن تاسع عشر لماذا لا يءخذ بر عروس قبل اخصاءيين اجتماعي موجود محكم انفرد عروس تم سءال مدي رضاهابهذا زواج هناك ضغط طبع حال لا وجد قانون منع زواج,MSA
9155,1831,اسراءيل تخلى جندي,MSA
9156,1831,نعم بااسرتي خيال,MSA
9157,1831,شاء الله معاكسة يوم قص,MSA
9158,1831,مراه بيت عيال تربية فطر,MSA
9159,1831,احول نساء تكلم,MSA
9160,1832,هيا استثمر اكثرمن الف مليار ريال خارج,DIAL_LEV
9161,1832,اخوان وقع جمعي برادعي طبع هم وراء ترشيح اساس بس نطته دخل انتخاب شعار اسلام حل بين قال برادعي لا أراد دولة ديني,DIAL_LEV
9162,1832,مبروك على,DIAL_LEV
9163,1832,قتال منطق خان يونس هضب منطاركان شرس كلف اسراءيل نصف خساءرها تكبد جبهه,DIAL_LEV
9164,1832,اول شي اخوه يحكو فيصلي مستوى ممتاز حكيل فيصلي وضع ممتاز فقط فرقة ضعيفه اما فرقة قويه مثل وحدة شاب اردن حدث لا حرج ثاني شي اذ دكو تتكلمو مشاركة خارجيه ياريت ترجعو اخر مر شاركتو كيف مستوي فيصلي خارجياواذا حبا بعطيكو نتاءج مباراة فيصلي علشان تشوفو مستوى نسب فريق وحدة قول مستوى متراجع اكيد لكن حل احضار لاعب محترف جدد خط هجوم لان حقيقه لايوجد هجوم فريق عنى شلبايه نوع كويس لكن احتاج محترف قوى خط هجوم ذلك قوى خط دفاع لكن احضار مدرب ممتاز نفس فريق دون لاعب جدد لا اتوقع صار تحسن مستوي فريق,DIAL_LEV
9165,1833,وياشيوخ قباءل احرصو اهل,MSA
9166,1833,رب طال عمر أعطى صحه عافيه منع حاسد تمني توفير فرصة عمل اكثر شب,MSA
9167,1833,نسال الله عافيه ايا الله مر هم معرض قلب لاهي اللهم لاتجعلنا غافل ارزق عبر عيظه امين,MSA
